  -1
3.025550e+01  7.074034e-01
3.074490e+01  7.108264e-01
3.124210e+01  7.185490e-01
3.174750e+01  7.168474e-01
3.226090e+01  7.094814e-01
3.278270e+01  7.000384e-01
3.331300e+01  6.904987e-01
3.385180e+01  6.729482e-01
3.439930e+01  6.510598e-01
3.495570e+01  6.268072e-01
3.552110e+01  6.009673e-01
3.609560e+01  5.738724e-01
3.667940e+01  5.453509e-01
3.727270e+01  5.192214e-01
3.787550e+01  5.002396e-01
3.848820e+01  4.828365e-01
3.911070e+01  4.663373e-01
3.974320e+01  4.504443e-01
4.038610e+01  4.349356e-01
4.103930e+01  4.193434e-01
4.170310e+01  4.066808e-01
4.237760e+01  3.967664e-01
4.306300e+01  3.877764e-01
4.375950e+01  3.793587e-01
4.446730e+01  3.714114e-01
4.518650e+01  3.638721e-01
4.591740e+01  3.567026e-01
4.666000e+01  3.499409e-01
4.741470e+01  3.430463e-01
4.818160e+01  3.357235e-01
4.896090e+01  3.285017e-01
4.975280e+01  3.214416e-01
5.055760e+01  3.145456e-01
5.137530e+01  3.078159e-01
5.220620e+01  3.012473e-01
5.305060e+01  2.948279e-01
5.390870e+01  2.885986e-01
5.478060e+01  2.826429e-01
5.566670e+01  2.768515e-01
5.656700e+01  2.712128e-01
5.748200e+01  2.657186e-01
5.841170e+01  2.603691e-01
5.935640e+01  2.551658e-01
6.031650e+01  2.501163e-01
6.129210e+01  2.448731e-01
6.228340e+01  2.397154e-01
6.329080e+01  2.346599e-01
6.431450e+01  2.297181e-01
6.535470e+01  2.248928e-01
6.641180e+01  2.201869e-01
6.748590e+01  2.156114e-01
6.857750e+01  2.112065e-01
6.968670e+01  2.062442e-01
7.081380e+01  2.012338e-01
7.195910e+01  1.962927e-01
7.312300e+01  1.914456e-01
7.430570e+01  1.866973e-01
7.550760e+01  1.820486e-01
7.672890e+01  1.774981e-01
7.796990e+01  1.730797e-01
7.923100e+01  1.688735e-01
8.051250e+01  1.647713e-01
8.181470e+01  1.607653e-01
8.313800e+01  1.568477e-01
8.448270e+01  1.530023e-01
8.584910e+01  1.494919e-01
8.723770e+01  1.462723e-01
8.864870e+01  1.431469e-01
9.008250e+01  1.401031e-01
9.153950e+01  1.371342e-01
9.302010e+01  1.342352e-01
9.452460e+01  1.313980e-01
9.605350e+01  1.287465e-01
9.760710e+01  1.262002e-01
9.918580e+01  1.237192e-01
1.007900e+02  1.212984e-01
1.024200e+02  1.189357e-01
1.040770e+02  1.166274e-01
1.057600e+02  1.143774e-01
1.074710e+02  1.121341e-01
1.092090e+02  1.098506e-01
1.109750e+02  1.076138e-01
1.127700e+02  1.054253e-01
1.145940e+02  1.032861e-01
1.164480e+02  1.011960e-01
1.183310e+02  9.915642e-02
1.202450e+02  9.716930e-02
1.221900e+02  9.522778e-02
1.241660e+02  9.293413e-02
1.261750e+02  9.067808e-02
1.282150e+02  8.847004e-02
1.302890e+02  8.631095e-02
1.323970e+02  8.420315e-02
1.345380e+02  8.214747e-02
1.367140e+02  8.014392e-02
1.389250e+02  7.819184e-02
1.411720e+02  7.629102e-02
1.434560e+02  7.444408e-02
1.457760e+02  7.262879e-02
1.481340e+02  7.032092e-02
1.505300e+02  6.806286e-02
1.529640e+02  6.586880e-02
1.554390e+02  6.373830e-02
1.579530e+02  6.167399e-02
1.605070e+02  5.967502e-02
1.631030e+02  5.773885e-02
1.657420e+02  5.586555e-02
1.684220e+02  5.405623e-02
1.711460e+02  5.231512e-02
1.739150e+02  5.031665e-02
1.767270e+02  4.830706e-02
1.795860e+02  4.637030e-02
1.824910e+02  4.450763e-02
1.854420e+02  4.271829e-02
1.884420e+02  4.099885e-02
1.914890e+02  3.934817e-02
1.945870e+02  3.776347e-02
1.977340e+02  3.624435e-02
2.009320e+02  3.469670e-02
2.041820e+02  3.317433e-02
2.074850e+02  3.171667e-02
2.108400e+02  3.032279e-02
2.142510e+02  2.898861e-02
2.177160e+02  2.774331e-02
2.212370e+02  2.655450e-02
2.248160e+02  2.541674e-02
2.284520e+02  2.432826e-02
2.321470e+02  2.328676e-02
2.359020e+02  2.229023e-02
2.397170e+02  2.133707e-02
2.435950e+02  2.042513e-02
2.475350e+02  1.952431e-02
2.515380e+02  1.866103e-02
2.556070e+02  1.783594e-02
2.597410e+02  1.704768e-02
2.639420e+02  1.629453e-02
2.682110e+02  1.557497e-02
2.725490e+02  1.488747e-02
2.769570e+02  1.423064e-02
2.814370e+02  1.360301e-02
2.859890e+02  1.300339e-02
2.906150e+02  1.243045e-02
2.953150e+02  1.188313e-02
3.000920e+02  1.136009e-02
3.049450e+02  1.085665e-02
3.098780e+02  1.035988e-02
3.148900e+02  9.885950e-03
3.199830e+02  9.433882e-03
3.251580e+02  9.002666e-03
3.304180e+02  8.591259e-03
3.357620e+02  8.198854e-03
3.411920e+02  7.824552e-03
3.467110e+02  7.467441e-03
3.523190e+02  7.126761e-03
3.580170e+02  6.801821e-03
3.638080e+02  6.489395e-03
3.696920e+02  6.190237e-03
3.756720e+02  5.904967e-03
3.817480e+02  5.632964e-03
3.879220e+02  5.373594e-03
3.941970e+02  5.126238e-03
4.005730e+02  4.890373e-03
4.070520e+02  4.665485e-03
4.136350e+02  4.440197e-03
4.203260e+02  4.211976e-03
4.271240e+02  3.995527e-03
4.340320e+02  3.790224e-03
4.410520e+02  3.595516e-03
4.481860e+02  3.410829e-03
4.554350e+02  3.235667e-03
4.628020e+02  3.074215e-03
4.702870e+02  2.936089e-03
4.778940e+02  2.804233e-03
4.856230e+02  2.678354e-03
4.934780e+02  2.558163e-03
5.014590e+02  2.443419e-03
5.095700e+02  2.331442e-03
5.178120e+02  2.217371e-03
5.261870e+02  2.108890e-03
5.346980e+02  2.005738e-03
5.433460e+02  1.907649e-03
5.521340e+02  1.814384e-03
5.610650e+02  1.725683e-03
5.701390e+02  1.641349e-03
5.793610e+02  1.561147e-03
5.887320e+02  1.481808e-03
5.982540e+02  1.405238e-03
6.079300e+02  1.332636e-03
6.177630e+02  1.263791e-03
6.277550e+02  1.198513e-03
6.379080e+02  1.136617e-03
6.482260e+02  1.077287e-03
6.587110e+02  1.019447e-03
6.693650e+02  9.647164e-04
6.801910e+02  9.129308e-04
6.911930e+02  8.639265e-04
7.023720e+02  8.175593e-04
7.137330e+02  7.765650e-04
7.252770e+02  7.400831e-04
7.370080e+02  7.053189e-04
7.489280e+02  6.721926e-04
7.610420e+02  6.406234e-04
7.733510e+02  6.105418e-04
7.858590e+02  5.808399e-04
7.985700e+02  5.505966e-04
8.114860e+02  5.219279e-04
8.246110e+02  4.947484e-04
8.379490e+02  4.689814e-04
8.515020e+02  4.445525e-04
8.652740e+02  4.170367e-04
8.792690e+02  3.906718e-04
8.934910e+02  3.670038e-04
9.079430e+02  3.466992e-04
9.226280e+02  3.110564e-04
9.324000e+02  2.884804e-04
9.326000e+02  2.478448e-03
9.375510e+02  2.438058e-03
9.527150e+02  2.294107e-03
9.681240e+02  2.156670e-03
9.837830e+02  2.027031e-03
9.996950e+02  1.904955e-03
1.015860e+03  1.790130e-03
1.032290e+03  1.682088e-03
1.048990e+03  1.594842e-03
1.065960e+03  1.527184e-03
1.083200e+03  1.462407e-03
1.100720e+03  1.400370e-03
1.118520e+03  1.340972e-03
1.136610e+03  1.284063e-03
1.155000e+03  1.229559e-03
1.173680e+03  1.177383e-03
1.192660e+03  1.127419e-03
1.211950e+03  1.079567e-03
1.231550e+03  1.033757e-03
1.251470e+03  9.864107e-04
1.271720e+03  9.373686e-04
1.292290e+03  8.862283e-04
1.313190e+03  8.378879e-04
1.334430e+03  7.921820e-04
1.356010e+03  7.489659e-04
1.377940e+03  7.081033e-04
1.400230e+03  6.694719e-04
1.422880e+03  6.329417e-04
1.445890e+03  5.984117e-04
1.469280e+03  5.657476e-04
1.493040e+03  5.348577e-04
1.517190e+03  5.055847e-04
1.541730e+03  4.779071e-04
1.566670e+03  4.517471e-04
1.592010e+03  4.270194e-04
1.617760e+03  4.036442e-04
1.643920e+03  3.815535e-04
1.670510e+03  3.606675e-04
1.697530e+03  3.409259e-04
1.724990e+03  3.222631e-04
1.752890e+03  3.044443e-04
1.781240e+03  2.875506e-04
1.810050e+03  2.715472e-04
1.839320e+03  2.564408e-04
1.869070e+03  2.421752e-04
1.899300e+03  2.287051e-04
1.930020e+03  2.159781e-04
1.961240e+03  2.039598e-04
1.992960e+03  1.926164e-04
2.025200e+03  1.819788e-04
2.057950e+03  1.717881e-04
2.091240e+03  1.621581e-04
2.125060e+03  1.530612e-04
2.159430e+03  1.444645e-04
2.194360e+03  1.363347e-04
2.229850e+03  1.286590e-04
2.265920e+03  1.214116e-04
2.302570e+03  1.145651e-04
2.339810e+03  1.080938e-04
2.377660e+03  1.019887e-04
2.416110e+03  9.621849e-05
2.455190e+03  9.077412e-05
2.494900e+03  8.562978e-05
2.535260e+03  8.077567e-05
2.576260e+03  7.619683e-05
2.617930e+03  7.186998e-05
2.660270e+03  6.778465e-05
2.703300e+03  6.393348e-05
2.747030e+03  6.029610e-05
2.791460e+03  5.686390e-05
2.836610e+03  5.362480e-05
2.882490e+03  5.056849e-05
2.929110e+03  4.768439e-05
2.976480e+03  4.496342e-05
3.024630e+03  4.239587e-05
3.073550e+03  3.997398e-05
3.123260e+03  3.768892e-05
3.173780e+03  3.553347e-05
3.225110e+03  3.349987e-05
3.277270e+03  3.158221e-05
3.330280e+03  2.977289e-05
3.384150e+03  2.806659e-05
3.438880e+03  2.645741e-05
3.494500e+03  2.493976e-05
3.551020e+03  2.350824e-05
3.608460e+03  2.215822e-05
3.666820e+03  2.088531e-05
3.726130e+03  1.968466e-05
3.786400e+03  1.855292e-05
3.847640e+03  1.748543e-05
3.909870e+03  1.647890e-05
3.973110e+03  1.553015e-05
4.037380e+03  1.463534e-05
4.102680e+03  1.379173e-05
4.169030e+03  1.299642e-05
4.236460e+03  1.224650e-05
4.304980e+03  1.153965e-05
4.374620e+03  1.087313e-05
4.445370e+03  1.024512e-05
4.517270e+03  9.652907e-06
4.590330e+03  9.094293e-06
4.664580e+03  8.568199e-06
4.740030e+03  8.072110e-06
4.816690e+03  7.604400e-06
4.894600e+03  7.163630e-06
4.973770e+03  6.748137e-06
5.054210e+03  6.356588e-06
5.135960e+03  5.987548e-06
5.219030e+03  5.639742e-06
5.303440e+03  5.311690e-06
5.389220e+03  5.002879e-06
5.476390e+03  4.711592e-06
5.564970e+03  4.437006e-06
5.654980e+03  4.178549e-06
5.746440e+03  3.934625e-06
5.839390e+03  3.705087e-06
5.933830e+03  3.488436e-06
6.029810e+03  3.284530e-06
6.127330e+03  3.092470e-06
6.226440e+03  2.911236e-06
6.327150e+03  2.740544e-06
6.429480e+03  2.579764e-06
6.533480e+03  2.428200e-06
6.639150e+03  2.285438e-06
6.746540e+03  2.150923e-06
6.855650e+03  2.024226e-06
6.966540e+03  1.904815e-06
7.079220e+03  1.792324e-06
7.193720e+03  1.686354e-06
7.310070e+03  1.586521e-06
7.428310e+03  1.492476e-06
7.548450e+03  1.403891e-06
7.670540e+03  1.320449e-06
7.794610e+03  1.241853e-06
7.920680e+03  1.167817e-06
8.048790e+03  1.098086e-06
8.178980e+03  1.032402e-06
8.311260e+03  9.705621e-07
8.445690e+03  9.123066e-07
8.582290e+03  8.574520e-07
8.721110e+03  8.057905e-07
8.862160e+03  7.571608e-07
8.978800e+03  7.196949e-07
